Season,Birth_place,,,,,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
